Suburb,Address,Rooms,Type,Price,Method,Seller,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longitude,Region,Propertycount,LogPrice,SaleYear,SaleMonth,PropertyAge,Price_per_sqm
Sunshine West,46 Dalton St,3,h,593000,S,Sweeney,2024-03-18,13.5,3020,3,1,1.0,534,,,Brimbank,-37.796,144.8108,Western Metropolitan,6763,13.292951364319082,2024,3,,
Sunshine West,50 Killara St,3,h,690000,S,Burnham,2024-03-18,13.5,3020,3,1,0.0,540,121.0,1967.0,Brimbank,-37.789,144.8195,Western Metropolitan,6763,13.444448325847754,2024,3,57.0,5702.479338842975
Sunshine West,68 Nicholson Pde,3,h,625000,S,Bells,2024-03-18,13.5,3020,3,1,2.0,650,,,Brimbank,-37.7968,144.8086,Western Metropolitan,6763,13.345508528717259,2024,3,,
Sunshine West,11 Ridgeway Pde,3,h,660000,S,Douglas,2024-03-18,13.5,3020,3,1,4.0,700,,,Brimbank,-37.7845,144.8131,Western Metropolitan,6763,13.399996629152975,2024,3,,
Surrey Hills,26 Newton St,4,h,2060000,S,Fletchers,2024-03-18,11.2,3127,4,2,2.0,745,,,Whitehorse,-37.8299,145.1088,Southern Metropolitan,5457,14.53821702620254,2024,3,,
Surrey Hills,52 Suffolk Rd,4,h,1750000,PI,Jellis,2024-03-18,11.2,3127,4,2,3.0,817,,,Boroondara,-37.8312,145.0928,Southern Metropolitan,5457,14.375126917328105,2024,3,,
Templestowe Lower,34 Parker St,3,h,1210000,PI,Barry,2024-03-18,13.8,3107,3,1,1.0,794,134.0,1960.0,Manningham,-37.7569,145.1179,Eastern Metropolitan,5420,14.006131744018864,2024,3,64.0,9029.850746268658
Templestowe Lower,1/59 Parker St,3,t,766000,S,Barry,2024-03-18,13.8,3107,3,1,1.0,226,,,Manningham,-37.7567,145.1209,Eastern Metropolitan,5420,13.548938754204904,2024,3,,
Thornbury,2/2 Dundas St,2,u,450000,S,McGrath,2024-03-18,6.5,3071,2,1,1.0,0,52.0,1970.0,Darebin,-37.7526,145.0023,Northern Metropolitan,8870,13.017005083966255,2024,3,54.0,8653.846153846154
Thornbury,59A Fyffe St,3,h,1190000,S,McGrath,2024-03-18,6.5,3071,3,1,0.0,0,,,Darebin,-37.7539,144.989,Northern Metropolitan,8870,13.989464705423494,2024,3,,
Thornbury,39 Keon St,3,h,1020000,S,Nelson,2024-03-18,6.5,3071,3,1,1.0,366,,,Darebin,-37.7524,144.9912,Northern Metropolitan,8870,13.83531416565213,2024,3,,
Thornbury,33 Wales St,3,h,1245000,S,hockingstuart,2024-03-18,6.5,3071,3,1,1.0,409,,,Darebin,-37.7633,145.0087,Northern Metropolitan,8870,14.034646891093473,2024,3,,
Toorak,11/38 Grange Rd,3,u,950000,S,hockingstuart,2024-03-18,4.6,3142,3,1,1.0,57,107.0,1960.0,Stonnington,-37.8371,145.012,Southern Metropolitan,7217,13.76421831620775,2024,3,64.0,8878.504672897196
Toorak,22/530 Toorak Rd,2,u,531000,S,Morleys,2024-03-18,4.6,3142,2,1,1.0,0,,,Stonnington,-37.8424,145.0184,Southern Metropolitan,7217,13.182519183461475,2024,3,,
West Melbourne,9/561 Spencer St,3,u,995000,S,Alexkarbon,2024-03-18,1.9,3003,3,1,1.0,0,153.0,1940.0,Melbourne,-37.8076,144.9474,Northern Metropolitan,2230,13.81049902116535,2024,3,84.0,6503.267973856209
Williamstown,79 Aitken St,3,h,1000000,S,Greg,2024-03-18,8.0,3016,3,1,2.0,189,,,Hobsons Bay,-37.8643,144.9043,Western Metropolitan,6380,13.815511557963774,2024,3,,
Windsor,3/11 Lincoln Pl,2,h,1177000,PI,Marshall,2024-03-18,5.1,3181,2,2,2.0,521,122.0,2000.0,Stonnington,-37.8543,144.9939,Southern Metropolitan,4380,13.978480235859726,2024,3,24.0,9647.540983606557
Windsor,1a Primrose St,4,h,1605000,S,Biggin,2024-03-18,5.1,3181,4,1,1.0,230,,,Stonnington,-37.8549,144.9948,Southern Metropolitan,4380,14.288634937599019,2024,3,,
Yallambie,342 Yallambie Rd,4,h,793000,S,Barry,2024-03-18,15.0,3085,4,2,1.0,592,,,Banyule,-37.728,145.1017,Northern Metropolitan,1369,13.583579761650238,2024,3,,
Yarraville,14 Lennox St,3,h,1020000,PI,Jas,2024-03-18,7.0,3013,3,1,1.0,248,,,Maribyrnong,-37.8157,144.8925,Western Metropolitan,6543,13.83531416565213,2024,3,,
Yarraville,55 Ofarrell St,3,h,1250000,VB,Village,2024-03-18,7.0,3013,3,2,1.0,249,,,Maribyrnong,-37.8099,144.8859,Western Metropolitan,6543,14.038654909278163,2024,3,,
Yarraville,7 Stewart St,4,h,1340000,VB,Village,2024-03-18,7.0,3013,4,2,0.0,297,175.0,1900.0,Maribyrnong,-37.8108,144.888,Western Metropolitan,6543,14.108180918195472,2024,3,124.0,7657.142857142857
Aberfeldie,2/7 Fawkner St,2,u,380000,VB,Brad,2024-03-18,9.1,3040,2,1,1.0,622,,1970.0,Moonee Valley,-37.7557,144.8966,Western Metropolitan,1543,12.847929163278053,2024,3,54.0,
Aberfeldie,58 Waverley St,2,h,840000,VB,Brad,2024-03-18,9.1,3040,2,1,1.0,373,,,Moonee Valley,-37.7604,144.9062,Western Metropolitan,1543,13.641158361294979,2024,3,,
Bellfield,353 Waterdale Rd,2,h,855000,S,Barry,2024-03-18,9.5,3081,2,1,0.0,693,,,Banyule,-37.7534,145.0454,Eastern Metropolitan,790,13.658857917508856,2024,3,,
Brunswick East,189 Glenlyon Rd,3,h,1125000,S,Collins,2024-03-18,4.5,3057,3,1,2.0,369,,,Moreland,-37.7727,144.9736,Northern Metropolitan,5533,13.933294482509151,2024,3,,
Brunswick East,7/72 Victoria St,2,u,390000,PI,Peter,2024-03-18,4.5,3057,2,1,1.0,0,,1970.0,Moreland,-37.7689,144.978,Northern Metropolitan,5533,12.873904582205107,2024,3,54.0,
Carlton,100 Faraday St,2,h,1010000,S,Jellis,2024-03-18,1.8,3053,2,1,0.0,101,60.0,1880.0,Melbourne,-37.7989,144.9713,Northern Metropolitan,6786,13.825461878915961,2024,3,144.0,16833.333333333332
Carlton,14/52 Leicester St,3,u,875000,S,Jellis,2024-03-18,1.8,3053,3,1,1.0,0,,,Melbourne,-37.8052,144.9604,Northern Metropolitan,6786,13.681980308196241,2024,3,,
Fawkner,106 Jukes Rd,3,h,850000,SP,Leased,2024-03-18,12.4,3060,3,1,2.0,604,,,Moreland,-37.7017,144.9676,Northern Metropolitan,5070,13.652992804936396,2024,3,,
Fawkner,6 Lock St,4,h,752500,SP,hockingstuart,2024-03-18,12.4,3060,4,1,2.0,0,135.0,1950.0,Moreland,-37.7106,144.9682,Northern Metropolitan,5070,13.53115760450794,2024,3,74.0,5574.074074074074
Fawkner,3 Syndal St,3,h,650000,SP,Brad,2024-03-18,12.4,3060,3,1,3.0,602,97.0,1950.0,Moreland,-37.7144,144.9737,Northern Metropolitan,5070,13.384729180332174,2024,3,74.0,6701.030927835051
Hawthorn East,452 Barkers Rd,5,h,3210000,S,Jellis,2024-03-18,7.5,3123,5,3,4.0,1011,,1905.0,Boroondara,-37.8165,145.0505,Southern Metropolitan,6482,14.98178180663263,2024,3,119.0,
Hawthorn East,2/2 Clifton Rd,2,u,840000,S,Jellis,2024-03-18,7.5,3123,2,1,1.0,150,99.0,1969.0,Boroondara,-37.844,145.0496,Southern Metropolitan,6482,13.641158361294979,2024,3,55.0,8484.848484848484
Hawthorn East,501/38 Harold St,2,u,705000,PI,Marshall,2024-03-18,7.5,3123,2,2,1.0,78,,2011.0,Boroondara,-37.8284,145.0535,Southern Metropolitan,6482,13.465954500233115,2024,3,13.0,
Hawthorn East,21 Myrniong Gr,4,h,3310000,S,RT,2024-03-18,7.5,3123,4,2,3.0,762,,,Boroondara,-37.8395,145.0529,Southern Metropolitan,6482,15.012459049468003,2024,3,,
Heidelberg,22/127 Hawdon St,3,u,690000,VB,Miles,2024-03-18,10.6,3084,3,2,2.0,4497,,,Banyule,-37.7529,145.065,Eastern Metropolitan,2890,13.444448325847754,2024,3,,
Jacana,16 Gavin St,3,h,537000,S,Barry,2024-03-18,14.5,3047,3,1,2.0,600,,,Hume,-37.6876,144.9095,Northern Metropolitan,851,13.19375523568666,2024,3,,
Kingsville,153 Coronation St,3,h,967500,S,Jas,2024-03-18,7.8,3012,3,1,1.0,325,,,Maribyrnong,-37.812,144.8804,Western Metropolitan,1808,13.782471737477271,2024,3,,
Kingsville,2/57 Kingsville St,1,u,210000,S,Jas,2024-03-18,7.8,3012,1,1,1.0,0,36.0,1970.0,Maribyrnong,-37.81,144.8786,Western Metropolitan,1808,12.25486757159303,2024,3,54.0,5833.333333333333
Murrumbeena,4/167 Murrumbeena Rd,1,u,331000,S,Thomson,2024-03-18,12.1,3163,1,1,1.0,0,,,Glen Eira,-37.8961,145.0651,Southern Metropolitan,4442,12.709876675502672,2024,3,,
Murrumbeena,3/14 Wilson St,2,h,685000,S,hockingstuart,2024-03-18,12.1,3163,2,1,1.0,0,,,Glen Eira,-37.8888,145.0743,Southern Metropolitan,4442,13.437175577097312,2024,3,,
Ormond,48 Stewart St,4,h,1850000,PI,hockingstuart,2024-03-18,11.8,3204,4,2,2.0,668,,1980.0,Glen Eira,-37.9033,145.0296,Southern Metropolitan,3578,14.430696737594902,2024,3,44.0,
West Footscray,3/1 Carmichael St,2,t,510000,VB,Biggin,2024-03-18,8.2,3012,2,2,1.0,0,,,Maribyrnong,-37.7991,144.879,Western Metropolitan,5058,13.1421679654829,2024,3,,
West Footscray,2/30 Fontein St,2,u,545000,SP,Biggin,2024-03-18,8.2,3012,2,1,1.0,154,2.0,2005.0,Maribyrnong,-37.8004,144.8647,Western Metropolitan,5058,13.208542908506082,2024,3,19.0,58952.50000000024
Albion,13 Maylands St,3,h,685000,S,Barry,2024-03-18,13.9,3020,3,1,1.0,697,,,Brimbank,-37.7765,144.8175,Western Metropolitan,2185,13.437175577097312,2024,3,,
Oakleigh,13 Hilbert Ct,3,h,1033000,S,Buxton,2024-03-18,14.0,3166,3,1,2.0,548,115.0,1975.0,Monash,-37.8951,145.101,Southern Metropolitan,3224,13.847978716155518,2024,3,49.0,8982.608695652174
Oakleigh,1231 North Rd,4,h,991000,S,Woodards,2024-03-18,14.0,3166,4,1,2.0,683,,,Monash,-37.9107,145.0975,Southern Metropolitan,3224,13.80647082239335,2024,3,,
Cremorne,313/163 Cremorne St,1,u,415000,SP,Jellis,2024-03-18,2.5,3121,1,1,1.0,0,,,Yarra,-37.8301,144.9904,Northern Metropolitan,1123,12.936036208848487,2024,3,,
Keilor Park,50 Collinson St,4,h,820500,S,YPA,2024-03-18,14.5,3042,4,2,7.0,754,,,Brimbank,-37.7221,144.8578,Western Metropolitan,1119,13.617670408280583,2024,3,,
Abbotsford,6/219 Nicholson St,2,u,500000,S,Collins,2023-06-18,2.5,3067,2,1,1.0,0,60.0,1970.0,Yarra,-37.8015,144.9972,Northern Metropolitan,4019,13.122365377402328,2023,6,53.0,8333.333333333334
Abbotsford,52a William St,2,h,1100000,PI,Biggin,2023-06-18,2.5,3067,2,2,1.0,124,135.0,2013.0,Yarra,-37.8079,144.9977,Northern Metropolitan,4019,13.910821646859095,2023,6,10.0,8148.148148148148
Airport West,3/7 South Rd,3,t,540000,SP,Nelson,2023-06-18,13.5,3042,2,2,1.0,161,101.0,2010.0,Moonee Valley,-37.7231,144.8802,Western Metropolitan,3464,13.199326270390594,2023,6,13.0,5346.534653465346
Albert Park,55 Withers St,4,h,2800000,VB,Cayzer,2023-06-18,3.3,3206,4,3,1.0,327,254.0,1910.0,Port Phillip,-37.8467,144.9475,Southern Metropolitan,3280,14.845130332288226,2023,6,113.0,11023.622047244095
Armadale,7/579 Dandenong Rd,2,u,490000,PI,Ray,2023-06-18,6.3,3143,2,1,1.0,0,,1966.0,Stonnington,-37.8646,145.0247,Southern Metropolitan,4836,13.102162710901053,2023,6,57.0,
Armadale,19 Glassford St,3,h,2365000,S,Marshall,2023-06-18,6.3,3143,3,2,1.0,316,,,Stonnington,-37.8521,145.019,Southern Metropolitan,4836,14.676289002741061,2023,6,,
Armadale,14 New St,3,h,1300000,VB,Jellis,2023-06-18,6.3,3143,2,1,2.0,212,106.0,1900.0,Stonnington,-37.8542,145.0149,Southern Metropolitan,4836,14.077875591662238,2023,6,123.0,12264.150943396226
Armadale,7/501 Orrong Rd,3,u,732000,S,Gary,2023-06-18,6.3,3143,3,2,2.0,0,,,Stonnington,-37.8597,145.0104,Southern Metropolitan,4836,13.503537159062734,2023,6,,
Ascot Vale,2/225 Maribyrnong Rd,2,t,705000,S,Brad,2023-06-18,5.9,3032,2,2,1.0,113,,1998.0,Moonee Valley,-37.7712,144.9088,Western Metropolitan,6567,13.465954500233115,2023,6,25.0,
Ascot Vale,12/9 Milton St,2,u,442000,S,Alexkarbon,2023-06-18,5.9,3032,2,1,1.0,0,62.0,1975.0,Moonee Valley,-37.7733,144.9219,Western Metropolitan,6567,12.999067423500716,2023,6,48.0,7129.032258064516
Ashburton,3/75 Victory Bvd,3,t,968000,S,Jellis,2023-06-18,11.0,3147,3,1,1.0,227,,,Boroondara,-37.8709,145.0857,Southern Metropolitan,3052,13.782988399316032,2023,6,,
Ashwood,4/24 Mulgrave St,2,u,535000,S,Woodards,2023-06-18,12.2,3147,2,1,1.0,72,,,Monash,-37.8702,145.1042,Southern Metropolitan,2894,13.190023895035274,2023,6,,
Avondale Heights,8 Westminster Dr,5,h,850000,SP,Moonee,2023-06-18,10.5,3034,5,2,4.0,574,,,Moonee Valley,-37.7639,144.8615,Western Metropolitan,4502,13.652992804936396,2023,6,,
Balaclava,6 Blenheim St,3,h,1193000,S,McGrath,2023-06-18,6.6,3183,3,1,1.0,178,100.0,1920.0,Port Phillip,-37.8663,144.9948,Southern Metropolitan,2952,13.991982539302668,2023,6,103.0,11930.0
Balaclava,3/20 Orange Gr,2,u,416000,S,Chisholm,2023-06-18,6.6,3183,2,1,1.0,0,49.0,1960.0,Port Phillip,-37.8678,144.9966,Southern Metropolitan,2952,12.938442943086665,2023,6,63.0,8489.795918367347
Balwyn,2 Birtles Ct,5,h,3000000,VB,Jellis,2023-06-18,9.7,3103,5,5,2.0,671,,,Boroondara,-37.8025,145.0665,Southern Metropolitan,5682,14.914123179965662,2023,6,,
Balwyn,49 Metung St,5,h,3400000,VB,Jellis,2023-06-18,9.7,3103,5,6,4.0,739,502.0,,Boroondara,-37.8039,145.0714,Southern Metropolitan,5682,15.039286283703994,2023,6,,6772.908366533865
Balwyn North,49 Aylmer St,3,h,1800000,PI,hockingstuart,2023-06-18,9.2,3104,3,1,1.0,809,,,Boroondara,-37.7976,145.0684,Southern Metropolitan,7809,14.403297778421795,2023,6,,
Balwyn North,14 Hedderwick St,4,h,1550000,S,Noel,2023-06-18,9.2,3104,4,3,4.0,707,,,Boroondara,-37.8005,145.0986,Southern Metropolitan,7809,14.253766134056512,2023,6,,
Balwyn North,9 Stephens St,5,h,4000000,PI,Marshall,2023-06-18,9.2,3104,5,5,4.0,1364,518.0,2013.0,Boroondara,-37.7961,145.0859,Southern Metropolitan,7809,15.201805169084134,2023,6,10.0,7722.007722007722
Balwyn North,31 Tuxen St,3,h,2900000,S,Jellis,2023-06-18,9.2,3104,4,2,2.0,917,,,Boroondara,-37.7968,145.0873,Southern Metropolitan,7809,14.88022163978423,2023,6,,
Bentleigh,19 Godfrey St,5,h,1600000,VB,Gary,2023-06-18,13.0,3204,5,3,2.0,772,,1986.0,Glen Eira,-37.9168,145.04,Southern Metropolitan,6795,14.285514812209815,2023,6,37.0,
Bentleigh,5 Luckins Rd,3,h,1165000,PI,Buxton,2023-06-18,13.0,3204,3,1,2.0,694,125.0,1950.0,Glen Eira,-37.9315,145.0445,Southern Metropolitan,6795,13.968232503350668,2023,6,73.0,9320.0
Bentleigh,147 Tucker Rd,4,h,1355000,S,hockingstuart,2023-06-18,13.0,3204,4,2,3.0,591,,,Glen Eira,-37.9215,145.0505,Southern Metropolitan,6795,14.119312750303045,2023,6,,
Bentleigh,13 Wood St,4,h,1910000,S,hockingstuart,2023-06-18,13.0,3204,4,2,4.0,736,284.0,1950.0,Glen Eira,-37.9224,145.0462,Southern Metropolitan,6795,14.462614323582885,2023,6,73.0,6725.352112676056
Bentleigh East,1/38 Kennedy St,4,t,1045000,S,Buxton,2023-06-18,13.9,3165,4,2,1.0,316,190.0,2010.0,Glen Eira,-37.9198,145.0789,Southern Metropolitan,10969,13.85952840031839,2023,6,13.0,5500.0
Bentleigh East,3/14 Malane St,3,h,750000,PI,Hodges,2023-06-18,13.9,3165,3,2,1.0,188,,,Glen Eira,-37.9193,145.0553,Southern Metropolitan,10969,13.527829818844937,2023,6,,
Bentleigh East,2/111 Marlborough St,3,u,800000,PI,Buxton,2023-06-18,13.9,3165,3,2,2.0,252,,1994.0,Glen Eira,-37.9085,145.0683,Southern Metropolitan,10969,13.592368256649284,2023,6,29.0,
Bentleigh East,2/119 Marlborough St,2,u,655000,S,hockingstuart,2023-06-18,13.9,3165,2,1,1.0,154,80.0,2000.0,Glen Eira,-37.9079,145.0685,Southern Metropolitan,10969,13.39239204133378,2023,6,23.0,8187.5
Bentleigh East,3 Molden St,5,h,1550000,S,Hodges,2023-06-18,13.9,3165,5,3,2.0,623,257.0,1950.0,Glen Eira,-37.9066,145.0541,Southern Metropolitan,10969,14.253766134056512,2023,6,73.0,6031.128404669261
Bentleigh East,2/53 Moylan St,3,h,835000,S,Woodards,2023-06-18,13.9,3165,3,1,1.0,250,105.0,1980.0,Glen Eira,-37.9087,145.0537,Southern Metropolitan,10969,13.635188201437066,2023,6,43.0,7952.380952380952
Bentleigh East,75 Orange St,3,h,1140000,S,hockingstuart,2023-06-18,13.9,3165,4,1,3.0,701,,,Glen Eira,-37.9178,145.0815,Southern Metropolitan,10969,13.946539697563276,2023,6,,
Bentleigh East,18 Paloma St,2,h,1120000,S,hockingstuart,2023-06-18,13.9,3165,3,1,2.0,678,,,Glen Eira,-37.9146,145.0767,Southern Metropolitan,10969,13.928840136128022,2023,6,,
Bentleigh East,31b Purtell St,4,t,1465000,S,Buxton,2023-06-18,13.9,3165,3,2,2.0,319,256.0,2015.0,Glen Eira,-37.9256,145.0533,Southern Metropolitan,10969,14.19736648302693,2023,6,8.0,5722.65625
Bentleigh East,24 Veronica St,3,h,910000,S,Buxton,2023-06-18,13.9,3165,3,1,1.0,587,96.0,1950.0,Glen Eira,-37.9241,145.0763,Southern Metropolitan,10969,13.721200977393528,2023,6,73.0,9479.166666666666
Bentleigh East,2/14 Wamba Rd,3,u,920000,SP,Buxton,2023-06-18,13.9,3165,3,2,1.0,388,123.0,2007.0,Glen Eira,-37.9329,145.053,Southern Metropolitan,10969,13.732130035981154,2023,6,16.0,7479.674796747968
Box Hill,6 Archibald St,3,h,4000000,VB,Lindellas,2023-06-18,13.1,3128,3,1,2.0,763,120.0,1945.0,Whitehorse,-37.8166,145.1215,Eastern Metropolitan,4605,15.201805169084134,2023,6,78.0,33333.333333333336
Box Hill,19 Kent Rd,3,h,928000,S,Lindellas,2023-06-18,13.1,3128,3,1,1.0,307,106.0,1890.0,Whitehorse,-37.8247,145.1206,Eastern Metropolitan,4605,13.740788089353964,2023,6,133.0,8754.716981132075
Box Hill,2/20 Simpsons Rd,2,u,761000,S,Marshall,2023-06-18,13.1,3128,2,2,1.0,176,,2000.0,Whitehorse,-37.8171,145.1343,Eastern Metropolitan,4605,13.542389950903406,2023,6,23.0,
Brighton,82 New St,5,h,3700000,VB,Kay,2023-06-18,11.2,3186,4,3,4.0,1572,305.0,1890.0,Bayside,-37.9233,144.9944,Southern Metropolitan,10579,15.123843647884687,2023,6,133.0,12131.147540983606
Brighton East,27 Arnold Rd,4,h,2200000,PI,Buxton,2023-06-18,10.7,3187,4,2,2.0,654,286.0,2000.0,Bayside,-37.9292,145.0236,Southern Metropolitan,6938,14.603968372873895,2023,6,23.0,7692.307692307692
Brunswick,3 Ballarat St,1,t,625000,PI,Jellis,2023-06-18,5.2,3056,1,1,1.0,82,114.0,1930.0,Moreland,-37.7661,144.9614,Northern Metropolitan,11918,13.345508528717259,2023,6,93.0,5482.456140350877
Brunswick,5 Black St,3,h,1700000,S,Collins,2023-06-18,5.2,3056,3,2,1.0,0,195.0,1945.0,Moreland,-37.7763,144.9597,Northern Metropolitan,11918,14.346139397261565,2023,6,78.0,8717.948717948719
Brunswick,77 Brickworks Dr,3,t,815000,S,Nelson,2023-06-18,5.2,3056,3,2,1.0,99,142.0,,Moreland,-37.769,144.953,Northern Metropolitan,11918,13.610944619216111,2023,6,,5739.43661971831
Brunswick,11/68 De Carle St,2,u,435000,SP,Jellis,2023-06-18,5.2,3056,2,1,1.0,0,57.0,1973.0,Moreland,-37.7597,144.9655,Northern Metropolitan,11918,12.983103608918753,2023,6,50.0,7631.578947368421
Brunswick,68 Henkel St,2,h,890000,S,Jellis,2023-06-18,5.2,3056,2,1,1.0,259,,,Moreland,-37.7653,144.9565,Northern Metropolitan,11918,13.698977865303197,2023,6,,
Brunswick,144 Union St,3,h,1815000,S,Nelson,2023-06-18,5.2,3056,3,1,3.0,612,,,Moreland,-37.773,144.952,Northern Metropolitan,11918,14.411596576645124,2023,6,,
Brunswick West,2/8 Walker St,1,u,320000,S,Jellis,2023-06-18,5.9,3055,1,1,1.0,0,43.0,1970.0,Moreland,-37.7661,144.9422,Northern Metropolitan,7082,12.676079399771027,2023,6,53.0,7441.860465116279
Bulleen,28 Kenneth St,4,h,976000,S,Barry,2023-06-18,11.8,3105,4,1,1.0,701,,,Manningham,-37.7786,145.0945,Eastern Metropolitan,4480,13.791218889984869,2023,6,,
Bulleen,15 Riverview Tce,2,h,980000,S,Fletchers,2023-06-18,11.8,3105,3,1,1.0,551,,,Manningham,-37.7739,145.0962,Eastern Metropolitan,4480,13.795308871054397,2023,6,,
Burwood,2/17 Montpellier Rd,3,u,640000,PI,Noel,2023-06-18,11.7,3125,3,1,1.0,217,,,Monash,-37.8562,145.1075,Southern Metropolitan,5678,13.369225017834633,2023,6,,
Burwood,18 Murray Dr,4,h,1800000,PI,Jellis,2023-06-18,11.7,3125,4,2,2.0,1393,,1963.0,Whitehorse,-37.8463,145.102,Southern Metropolitan,5678,14.403297778421795,2023,6,60.0,
Burwood,8 Pescott Cl,4,t,1270000,S,Jellis,2023-06-18,11.7,3125,4,2,2.0,399,212.0,2005.0,Monash,-37.8597,145.1084,Southern Metropolitan,5678,14.054528245836039,2023,6,18.0,5990.566037735849
Camberwell,16 Joffre St,3,t,1515000,SP,hockingstuart,2023-06-18,7.8,3124,3,2,2.0,318,,,Boroondara,-37.8447,145.0916,Southern Metropolitan,8920,14.230926656991395,2023,6,,
Camberwell,9a Russell St,2,h,1800000,PI,Marshall,2023-06-18,7.8,3124,2,1,4.0,368,,,Boroondara,-37.8233,145.0644,Southern Metropolitan,8920,14.403297778421795,2023,6,,
Canterbury,55 Warburton Rd,3,h,1385000,S,Jellis,2023-06-18,9.0,3126,2,1,1.0,444,,1910.0,Boroondara,-37.826,145.0734,Southern Metropolitan,3265,14.141211419624977,2023,6,113.0,
Carlton North,16 Fenwick St,2,h,910000,S,Nelson,2023-06-18,3.2,3054,3,1,1.0,100,,,Yarra,-37.7879,144.9759,Northern Metropolitan,3106,13.721200977393528,2023,6,,
Carlton North,658 Lygon St,2,h,880000,S,Nelson,2023-06-18,3.2,3054,2,1,0.0,142,,,Yarra,-37.7911,144.9688,Northern Metropolitan,3106,13.68767832281738,2023,6,,
Carnegie,1/12 Kokaribb Rd,2,u,656000,S,Property,2023-06-18,11.4,3163,2,1,1.0,103,82.0,1970.0,Glen Eira,-37.8873,145.0559,Southern Metropolitan,7822,13.393917592315308,2023,6,53.0,8000.0
Carnegie,2 Kokaribb Rd,2,h,930000,S,hockingstuart,2023-06-18,11.4,3163,2,1,1.0,264,110.0,1930.0,Glen Eira,-37.8864,145.0561,Southern Metropolitan,7822,13.742940940397677,2023,6,93.0,8454.545454545454
Carnegie,2/11 Maroona Rd,2,u,415000,S,hockingstuart,2023-06-18,11.4,3163,2,1,1.0,0,64.0,1970.0,Glen Eira,-37.8889,145.048,Southern Metropolitan,7822,12.936036208848487,2023,6,53.0,6484.375
Carnegie,5/60 Woornack Rd,2,u,650000,S,hockingstuart,2023-06-18,11.4,3163,2,1,1.0,174,80.0,1975.0,Glen Eira,-37.8978,145.062,Southern Metropolitan,7822,13.384729180332174,2023,6,48.0,8125.0
Clifton Hill,7/37 Groom St,2,u,885500,S,Collins,2023-06-18,3.4,3068,2,2,2.0,0,136.0,2005.0,Yarra,-37.7937,144.9983,Northern Metropolitan,2954,13.693908865509865,2023,6,18.0,6511.029411764706
Coburg,6 Farm Rd,4,h,650000,PI,RT,2023-06-18,7.8,3058,3,2,2.0,312,,,Moreland,-37.7362,144.9714,Northern Metropolitan,11204,13.384729180332174,2023,6,,
Coburg,89 Gordon St,3,h,1286000,S,Nelson,2023-06-18,7.8,3058,3,2,2.0,435,,,Moreland,-37.7477,144.9483,Northern Metropolitan,11204,14.067047961384375,2023,6,,
Coburg,31 Hardwick St,3,h,885000,S,Nelson,2023-06-18,7.8,3058,3,1,2.0,255,,1920.0,Moreland,-37.7493,144.9701,Northern Metropolitan,11204,13.69334405393293,2023,6,103.0,
Coburg,13 Hudson St,4,h,1160000,PI,Jellis,2023-06-18,7.8,3058,4,2,5.0,371,,1888.0,Moreland,-37.7436,144.962,Northern Metropolitan,11204,13.963931425151141,2023,6,135.0,
Coburg,203 Munro St,4,h,1400000,S,RE,2023-06-18,7.8,3058,4,1,1.0,856,189.0,1970.0,Moreland,-37.7432,144.9481,Northern Metropolitan,11204,14.151983508870947,2023,6,53.0,7407.407407407408
Coburg,403/19 Pentridge Bvd,2,u,470000,SP,Raine,2023-06-18,7.8,3058,2,2,1.0,0,,,Moreland,-37.7379,144.9683,Northern Metropolitan,11204,13.060490101343552,2023,6,,
Coburg North,3 Aperture St,3,h,815000,S,Ray,2023-06-18,9.2,3058,3,2,2.0,376,,,Moreland,-37.7295,144.982,Northern Metropolitan,3445,13.610944619216111,2023,6,,
Coburg North,127 Elizabeth St,3,h,637000,S,Brad,2023-06-18,9.2,3058,3,1,4.0,498,97.0,1950.0,Moreland,-37.7323,144.9833,Northern Metropolitan,3445,13.364526504411781,2023,6,73.0,6567.01030927835
Coburg North,143 Elizabeth St,4,h,950000,S,hockingstuart,2023-06-18,9.2,3058,4,2,2.0,298,231.0,2013.0,Moreland,-37.7308,144.9836,Northern Metropolitan,3445,13.76421831620775,2023,6,10.0,4112.554112554112
Coburg North,2 Headley St,3,h,780000,S,hockingstuart,2023-06-18,9.2,3058,3,1,2.0,677,,,Moreland,-37.7297,144.9648,Northern Metropolitan,3445,13.567050480716235,2023,6,,
Doncaster,1/1 Paul St,2,u,522500,S,Noel,2023-06-18,13.9,3108,2,1,1.0,145,,,Manningham,-37.7874,145.1043,Eastern Metropolitan,9028,13.166382176694869,2023,6,,
Doncaster,6 Santiago St,5,h,1510000,PI,Barry,2023-06-18,13.9,3108,4,2,2.0,659,,,Manningham,-37.7903,145.1107,Eastern Metropolitan,9028,14.227620871042543,2023,6,,
Doncaster,42 Studley Ct,4,h,1460000,SP,Parkes,2023-06-18,13.9,3108,4,2,2.0,840,,,Manningham,-37.78,145.1145,Eastern Metropolitan,9028,14.19394767861579,2023,6,,
Doncaster,30 Winbrook Ct,3,h,958000,S,Parkes,2023-06-18,13.9,3108,3,2,2.0,0,,,Manningham,-37.7814,145.1273,Eastern Metropolitan,9028,13.772604100793789,2023,6,,
